DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132297662	SLC22A4	SLC22A4			ENSG00000197208			rs419291-T	rs419291	0	419291	intron_variant	0	0.37	3E-18	17.5228787452803	(carnitine)	0.008	[0.006-0.01] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132254841	SLC22A4	P4HA2			ENSG00000072682			rs7727544-T	rs7727544	0	7727544	intron_variant	0	0.56	7E-16	15.1549019599857	(propionylcarnitine)	0.015	[0.011-0.019] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132378717	SLC22A4	SLC22A5			ENSG00000197375			rs274567-T	rs274567	0	274567	non_coding_transcript_exon_variant	0	0.37	3E-12	11.5228787452803	(acetylcarnitine)	0.018	[0.012-0.024] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132342304	SLC22A4	SLC22A4, MIR3936HG			ENSG00000197208, ENSG00000233006			rs272869-A	rs272869	0	272869	intron_variant	0	0.37	1E-11	11	(hexanoylcarnitine)	0.022	[0.016-0.028] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132324738	SLC22A4	MIR3936HG, SLC22A4			ENSG00000233006, ENSG00000197208			rs273914-A	rs273914	0	273914	intron_variant	0	0.37	3E-11	10.5228787452803	(oleoylcarnitine)	0.023	[0.015-0.031] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132316836	SLC22A4	SLC22A4, MIR3936HG			ENSG00000197208, ENSG00000233006			rs11950562-A	rs11950562	0	11950562	intron_variant	0	0.53	7E-11	10.1549019599857	(homostachydrine)	0.03	[0.020-0.040] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132406004	SLC22A4	SLC22A5 - C5orf56	ENSG00000197375	ENSG00000197536		10390	4632	rs2405522-A	rs2405522	0	2405522	intergenic_variant	1	0.17	4E-29	28.397940008672	(tryptophan betaine )	0.126	[0.1-0.15] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6p25.2	6	4145964	ECI2	AL136309.2, AL136309.4			ENSG00000234817, ENSG00000254821			rs9392556-T	rs9392556	0	9392556	non_coding_transcript_exon_variant	0	0.66	4E-38	37.397940008672	(X-13435)	0.036	[0.03-0.042] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6p22.3	6	16287961	GMPR	GMPR			ENSG00000137198			rs6459467-A	rs6459467	0	6459467	intron_variant	0	0.39	2E-16	15.698970004336	(hypoxanthine)	0.02	[0.014-0.026] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6p22.2	6	25794203	SLC17A3	SLC17A1			ENSG00000124568			rs2762353-A	rs2762353	0	2762353	intron_variant	0	0.45	3E-13	12.5228787452803	(4-androsten-3beta,17beta-diol disulfate 2)	0.03	[0.022-0.038] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6p22.2	6	25776721	SLC17A3	SLC17A4			ENSG00000146039			rs11754288-A	rs11754288	0	11754288	missense_variant	0	0.44	2E-12	11.698970004336	(X-11469)	0.043	[0.031-0.055] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6p21.33	6	31962574	SKIV2L	SKIV2L, SKIV2L, SKIV2L, SKIV2L, SKIV2L, SKIV2L			ENSG00000232616, ENSG00000228896, ENSG00000225737, ENSG00000204351, ENSG00000206353, ENSG00000223493			rs2734331-A	rs2734331	0	2734331	synonymous_variant	0	0.97	7E-13	12.1549019599857	(X-11470)	0.073	[0.053-0.093] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q14.3	6	85407411	NT5E	LINC02535 - DUTP5	ENSG00000234155	ENSG00000216439		17225	19246	rs494562-A	rs494562	0	494562	intergenic_variant	1	0.9	1E-12	12	(inosine)	0.118	[0.085-0.151] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q15	6	89169449	PM20D2	PM20D2 - GABRR1	ENSG00000146281	ENSG00000146276		3884	8052	rs7775554-A	rs7775554	0	7775554	intergenic_variant	1	0.53	1E-15	15	(X-12244--N-acetylcarnosine)	0.019	[0.015-0.023] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q21	6	111102812	SLC16A10	SLC16A10			ENSG00000112394			rs9400467-T	rs9400467	0	9400467	intron_variant	0	0.71	7E-14	13.1549019599857	(tyrosine)	0.012	[0.0081-0.0159] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q21	6	111233619	SLC16A10	AL360227.1			ENSG00000231046			rs6901004-C	rs6901004	0	6901004	intron_variant	0	0.57	1E-11	11	(tryptophan)	0.006	[0.004-0.008] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q25.3	6	160143444	SLC22A1	SLC22A1			ENSG00000175003			rs662138-C	rs662138	0	662138	intron_variant	0	0.83	5E-49	48.301029995664	(isobutyrylcarnitine)	0.077	[0.067-0.087] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q25.3	6	160143444	SLC22A1	SLC22A1			ENSG00000175003			rs662138-C	rs662138	0	662138	intron_variant	0	0.83	9E-25	24.0457574905607	(X-11261)	0.063	[0.051-0.075] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q25.3	6	160143444	SLC22A1	SLC22A1			ENSG00000175003			rs662138-C	rs662138	0	662138	intron_variant	0	0.83	1E-22	22	(X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide)	0.034	[0.026-0.042] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q25.3	6	160143444	SLC22A1	SLC22A1			ENSG00000175003			rs662138-C	rs662138	0	662138	intron_variant	0	0.83	3E-14	13.5228787452803	(propionylcarnitine)	0.021	[0.015-0.027] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	6q25.3	6	160249250	SLC22A1	SLC22A2			ENSG00000112499			rs316019-A	rs316019	0	316019	missense_variant	0	0.09	2E-259	258.698970004336	(X-12798)	0.181	[0.17-0.19] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7p21.1	7	17247482	AHR	AHR, AC073332.1			ENSG00000106546, ENSG00000237773			rs6968554-A	rs6968554	0	6968554	5_prime_UTR_variant	0	0.38	9E-14	13.0457574905607	(caffeine)	0.064	[0.046-0.082] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7p11.2	7	56011401	PSPH	PSPH			ENSG00000146733			rs4947534-T	rs4947534	0	4947534	3_prime_UTR_variant	0	0.25	2E-14	13.698970004336	(serine)	0.018	[0.014-0.022] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	99543750	CYP3A5	ZKSCAN5 - FAM200A	ENSG00000196652	ENSG00000221909		9050	2550	rs10278040-A	rs10278040	0	10278040	intergenic_variant	1	0.04	9E-113	112.045757490561	(androsterone sulfate)	0.361	[0.33-0.39] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	99566328	CYP3A5	ZNF655, AC005020.2			ENSG00000197343, ENSG00000272647			rs11974702-A	rs11974702	0	11974702	intron_variant	0	0.91	3E-75	74.5228787452803	(epiandrosterone sulfate)	0.184	[0.16-0.2] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	99543750	CYP3A5	ZKSCAN5 - FAM200A	ENSG00000196652	ENSG00000221909		9050	2550	rs10278040-A	rs10278040	0	10278040	intergenic_variant	1	0.04	1E-29	29	(5alpha-androstan-3beta,17beta-diol disulfate)	0.19	[0.16-0.22] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	99518054	CYP3A5	ZKSCAN5			ENSG00000196652			rs12533251-A	rs12533251	0	12533251	intron_variant	0	0.09	2E-11	10.698970004336	(X-18601)	0.057	[0.039-0.075] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	99642556	CYP3A5	AC005020.1 - CYP3A5	ENSG00000224448	ENSG00000106258		3789	5638	rs10242455-A	rs10242455	0	10242455	intergenic_variant	1	0.93	2E-109	108.698970004336	(X-12063)	0.221	[0.2-0.24] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	100417834	ZCWPW1	ZCWPW1			ENSG00000078487			rs13222543-T	rs13222543	0	13222543	intron_variant	0	0.02	7E-74	73.1549019599858	(androsterone sulfate)	0.477	[0.43-0.53] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	100417834	ZCWPW1	ZCWPW1			ENSG00000078487			rs13222543-T	rs13222543	0	13222543	intron_variant	0	0.02	3E-47	46.5228787452803	(epiandrosterone sulfate)	0.347	[0.3-0.39] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q22.1	7	100417834	ZCWPW1	ZCWPW1			ENSG00000078487			rs13222543-T	rs13222543	0	13222543	intron_variant	0	0.02	1E-20	20	(5alpha-androstan-3beta,17beta-diol disulfate)	0.263	[0.21-0.32] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q33	7	138114823	AKR1D1	AKR1D1			ENSG00000122787			rs2035647-A	rs2035647	0	2035647	intron_variant	0	0.21	2E-17	16.698970004336	(X-12844)	0.029	[0.023-0.035] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q34	7	142101207	MGAM	MGAM			ENSG00000257335			rs3800993-T	rs3800993	0	3800993	intron_variant	0	0.17	2E-15	14.698970004336	(1,5-anhydroglucitol (1,5-AG))	0.029	[0.021-0.037] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	7q36.1	7	150846633	ABP1	AOC1			ENSG00000002726			rs1005390-T	rs1005390	0	1005390	intron_variant	0	0.8	3E-14	13.5228787452803	(X-03056--N-[3-(2-Oxopyrrolidin-1-yl)propyl]acetamide)	0.026	[0.02-0.032] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8p22	8	18414928	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		13710	112375	rs4921914-T	rs4921914	0	4921914	intergenic_variant	1	0.78	1E-60	60	(1-methylxanthine)	0.088	[0.078-0.098] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8p22	8	18401856	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		638	125447	rs721399-T	rs721399	0	721399	intergenic_variant	1	0.72	4E-58	57.397940008672	(4-acetamidobutanoate)	0.029	[0.025-0.033] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8p22	8	18415371	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		14153	111932	rs1495741-A	rs1495741	0	1495741	regulatory_region_variant	1	0.78	1E-27	27	(1-methylurate)	0.057	[0.047-0.067] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8p21.2	8	26857357	ADRA1A	ADRA1A			ENSG00000120907			rs13278849-A	rs13278849	0	13278849	intron_variant	0	0.73	3E-11	10.5228787452803	(levulinate (4-oxovalerate))	0.013	[0.0091-0.0169] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8p11.21	8	39965626	IDO1	IDO2, AC007991.3			ENSG00000188676, ENSG00000253939			rs2160860-A	rs2160860	0	2160860	intron_variant	0	0.61	7E-11	10.1549019599857	(X-12100--hydroxytryptophan)	0.012	[0.0081-0.0159] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8q11.21	8	48972258	SNAI2	SNAI2 - PPDPFL	ENSG00000019549	ENSG00000168333		50518	82053	rs17641971-T	rs17641971	0	17641971	intergenic_variant	1	0.66	3E-22	21.5228787452803	(glutaroyl carnitine)	0.025	[0.019-0.031] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8q13.1	8	66448490	ADHFE1	AC009879.3, ADHFE1			ENSG00000285791, ENSG00000147576			rs1030420-T	rs1030420	0	1030420	intron_variant	0	0.19	1E-11	11	(X-04499--3,4-dihydroxybutyrate)	0.022	[0.016-0.028] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8q24.3	8	144100505	OPLAH	SHARPIN			ENSG00000179526			rs12550729-T	rs12550729	0	12550729	intron_variant	0	0.92	6E-110	109.221848749616	(5-oxoproline)	0.064	[0.058-0.07] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	8q24.3	8	144090784	OPLAH	GPAA1 - CYC1	ENSG00000197858	ENSG00000179091		4568	4255	rs7822232-A	rs7822232	0	7822232	regulatory_region_variant	1	0.92	5E-15	14.301029995664	(X-14625)	0.03	[0.022-0.038] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	9q34.11	9	128809748	CCBL1	TBC1D13			ENSG00000107021			rs15676-A	rs15676	0	15676	3_prime_UTR_variant	0	0.71	1E-12	12	(indolelactate)	0.019	[0.013-0.025] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
